! Calibration harvest for the correction of hires surface density images.
! One block per model node.  The header line of a block gives the node name and
! log10 of the background surface density in cm^-2; the following lines give
! log10 of the contrast, the median of the factor that restores the true
! surface density, and the number of pixels.
! Opacity used: kappa_0 = 9.3057882 cm^2 per gram of dust at 1000 GHz.
!
NODE additional/01              22.97261
NODE i08j15k03                  19.75103
       0.0125     1.12631        60
       0.1375     1.14415         8
       0.1625     1.14583         8
       0.1875     1.14733         8
       0.2875     1.15207         8
       0.3125     1.15542         8
       0.3375     1.15862        12
       0.4375     1.15936         8
       0.4625     1.16420         8
       0.4875     1.16935         8
       0.5125     1.17039         8
       0.5625     1.16654         8
       0.6125     1.17244         8
       0.6375     1.17901         8
       0.6625     1.18234        12
       0.6875     1.17433         8
       0.7375     1.18073         8
       0.7625     1.18835         8
       0.7875     1.19494        16
       0.8125     1.18138         8
       0.8625     1.18953         8
       0.8875     1.19768         8
       0.9125     1.19648        16
       0.9375     1.20859        12
       0.9625     1.19780         8
       1.0125     1.20196        16
       1.0375     1.21421         8
       1.0625     1.22032        24
       1.1125     1.21062        16
       1.1625     1.22017        16
       1.1875     1.23216        28
       1.2125     1.22733         8
       1.2625     1.22405        24
       1.2875     1.24470         8
       1.3125     1.24985        24
       1.3375     1.22833        16
       1.3625     1.24775         8
       1.3875     1.25190        16
       1.4125     1.26376        36
       1.4375     1.25853         8
       1.4625     1.25615        24
       1.4875     1.26282        16
       1.5125     1.27029        24
       1.5375     1.26634        24
       1.5625     1.26596        16
       1.5875     1.28098        24
       1.6125     1.28590        32
       1.6375     1.27145        28
       1.6625     1.29263        24
       1.6875     1.27781        24
       1.7125     1.30522        48
       1.7375     1.28448        24
       1.7625     1.29604        48
       1.7875     1.29516        52
       1.8125     1.33266        28
       1.8375     1.31735        40
       1.8625     1.34909        40
       1.8875     1.32381        60
       1.9125     1.35660        40
       1.9375     1.34572        32
       1.9625     1.37548        52
       1.9875     1.34945        36
       2.0125     1.39035        64
       2.0375     1.40228        40
       2.0625     1.39764        40
       2.0875     1.41504        64
       2.1125     1.43011        56
       2.1375     1.43999        48
       2.1625     1.44609        52
       2.1875     1.46513        60
NODE i08j15k04                  20.95368
       0.0125     1.15887        60
       0.0875     1.18466         8
       0.1125     1.18897        16
       0.1875     1.19593         8
       0.2125     1.20425        16
       0.2875     1.20653         8
       0.3125     1.21882        16
       0.3375     1.22432         8
       0.3625     1.21725         8
       0.3875     1.22750         8
       0.4125     1.23949        16
       0.4625     1.22829         8
       0.4875     1.24491        16
       0.5125     1.25838        24
       0.5625     1.25810        16
       0.5875     1.27382        28
       0.6125     1.26483         8
       0.6375     1.27818         8
       0.6625     1.28966        24
       0.6875     1.29064        16
       0.7125     1.28208        16
       0.7375     1.31589        36
       0.7625     1.29465        16
       0.7875     1.31216        16
       0.8125     1.33389        40
       0.8375     1.31482        24
       0.8625     1.35722        32
       0.8875     1.32707        28
       0.9125     1.34952        40
       0.9375     1.36704        48
       0.9625     1.38751        32
       0.9875     1.40646        52
       1.0125     1.39042        56
       1.0375     1.41820        72
       1.0625     1.43313       100
       1.0875     1.43623        76
       1.1125     1.46082        88
       1.1375     1.49693       120
       1.1625     1.52108       108
       1.1875     1.55362       140
       1.2125     1.59096       108
       1.2375     1.62210       152
       1.2625     1.66227       192
       1.2875     1.70838       184
       1.3125     1.75669       244
       1.3375     1.81095       272
       1.3625     1.86128       324
       1.3875     1.90021       340
       1.4125     1.93406       392
       1.4375     1.95592        45
NODE i08j15k05                  21.86057
       0.0125     1.28600        60
       0.0375     1.33326        16
       0.0625     1.33535         8
       0.0875     1.35957        28
       0.1375     1.38446        32
       0.1625     1.41079        36
       0.1875     1.40160         8
       0.2125     1.43024        40
       0.2375     1.45008        44
       0.2625     1.47874        48
       0.2875     1.48827        60
       0.3125     1.53870        80
       0.3375     1.56813       108
       0.3625     1.61786       164
       0.3875     1.66821       212
       0.4125     1.70659       428
       0.4375     1.77903       564
       0.4625     1.84465       544
       0.4875     1.88978       584
       0.5125     1.93098       636
       0.5375     1.95367        21
NODE i08j15k06                  22.27009
       0.0125     1.55384       224
       0.0375     1.71483       432
       0.0625     1.80827      1208
       0.0875     1.89394      1080
       0.1125     1.93367       777
NODE i08j15k07                  22.33006
       0.0125     1.82625      1028
       0.0375     1.90328      2020
       0.0625     1.93879       673
NODE i08j16k01                  18.95061
       0.0125     1.08334        60
       0.1625     1.09561         8
       0.1875     1.10004         8
       0.2125     1.09919         8
       0.3375     1.10268         8
       0.3875     1.10579         8
       0.4125     1.10783        12
       0.5125     1.10735         8
       0.5625     1.11345         8
       0.5875     1.11547        16
       0.6625     1.11317         8
       0.7125     1.11879         8
       0.7625     1.12276         8
       0.7875     1.12400        12
       0.8125     1.11936         8
       0.8875     1.12539         8
       0.9125     1.12895         8
       0.9375     1.13313         8
       0.9625     1.12959        16
       1.0125     1.13231         8
       1.0625     1.13636         8
       1.0875     1.13105         8
       1.1125     1.14252        16
       1.1625     1.13802         8
       1.2125     1.14012        16
       1.2625     1.14851         8
       1.2875     1.15283        24
       1.3375     1.14654        16
       1.3875     1.15722         8
       1.4125     1.15678        16
       1.4375     1.16366        20
       1.4625     1.15932         8
       1.5125     1.16172        16
       1.5375     1.15327         8
       1.5625     1.17181         8
       1.5875     1.17394        24
       1.6125     1.16236        16
       1.6375     1.17437         8
       1.6875     1.17735        16
       1.7125     1.17134        24
       1.7375     1.18714        20
       1.7875     1.18017        32
       1.8375     1.18465        16
       1.8625     1.19930        24
       1.8875     1.18657        16
       1.9125     1.18966        16
       1.9375     1.20331        16
       1.9625     1.19387        32
       1.9875     1.21234        12
       2.0125     1.19622        24
       2.0375     1.20856        24
       2.0625     1.19637        16
       2.0875     1.22172        32
       2.1125     1.21455        32
       2.1375     1.20697        24
       2.1625     1.21127        24
       2.1875     1.22565        44
NODE i08j16k02                  19.62926
       0.0125     1.09684        60
       0.1375     1.11084         8
       0.1625     1.11498         8
       0.1875     1.11400         8
       0.3125     1.11877         8
       0.3375     1.12284        16
