! Calibration harvest for the correction of hires surface density images.
! One block per model node.  The header line of a block gives the node name and
! log10 of the background surface density in cm^-2; the following lines give
! log10 of the contrast, the median of the factor that restores the true
! surface density, and the number of pixels.
! Opacity used: kappa_0 = 9.3057882 cm^2 per gram of dust at 1000 GHz.
!
NODE i01j01k01                  14.19464
       2.0875     1.02413        56
       2.1125     1.03023        28
       2.1375     1.03826        32
       2.1625     1.03695        32
       2.1875     1.03680        44
NODE i04j04k04                  19.96810
       0.0125     1.00278        60
       0.0875     1.00787         8
       0.1125     1.00941        16
       0.2125     1.01049        16
       0.2375     1.01313        12
       0.2875     1.00924         8
       0.3125     1.01335         8
       0.3375     1.01700        16
       0.3875     1.00954         8
       0.4125     1.01401         8
       0.4375     1.02138        20
       0.4625     1.00996         8
       0.4875     1.01469         8
       0.5125     1.01915         8
       0.5375     1.02316        24
       0.5875     1.01772        16
       0.6125     1.02453        24
       0.6375     1.01593        12
       0.6625     1.02117         8
       0.6875     1.01827        16
       0.7125     1.02965        24
       0.7375     1.01649        16
       0.7625     1.02725         8
       0.7875     1.03139        36
       0.8125     1.02299         8
       0.8375     1.02315        32
       0.8625     1.03655        24
       0.8875     1.01826        24
       0.9125     1.02981        32
       0.9375     1.03119        28
       0.9625     1.02581        40
       0.9875     1.03710        32
       1.0125     1.02347        32
       1.0375     1.03388        60
       1.0625     1.03200        48
       1.0875     1.04379        48
       1.1125     1.02217        56
       1.1375     1.03791        96
       1.1625     1.03187        56
       1.1875     1.04026        88
       1.2125     1.04810        76
       1.2375     1.04954        84
       1.2625     1.05208       100
       1.2875     1.05875        96
       1.3125     1.06120        88
       1.3375     1.06407       108
       1.3625     1.06696       136
       1.3875     1.07078       112
       1.4125     1.07446       136
       1.4375     1.07841       152
       1.4625     1.08316       180
       1.4875     1.08738       184
       1.5125     1.09220       228
       1.5375     1.09786       276
       1.5625     1.10375       288
       1.5875     1.11235       296
       1.6125     1.12380        89
NODE i04j04k05                  21.05114
       0.0125     1.03870        60
       0.0375     1.04568        24
       0.0875     1.05079        28
       0.1125     1.05210        32
       0.1375     1.05034         8
       0.1625     1.05442        36
       0.1875     1.05678        32
       0.2125     1.05408        52
       0.2375     1.05684        48
       0.2625     1.05460        60
       0.2875     1.05792        80
       0.3125     1.06652       116
       0.3375     1.06226       124
       0.3625     1.06351       204
       0.3875     1.06328       348
       0.4125     1.07845       396
       0.4375     1.08367       412
       0.4625     1.08981       476
       0.4875     1.09692       556
       0.5125     1.10633       532
       0.5375     1.11828        97
NODE i04j04k06                  21.39826
       0.0125     1.02933       112
       0.0375     1.04642       120
       0.0625     1.05273       188
       0.0875     1.06528       404
       0.1125     1.07641       864
       0.1375     1.09087       848
       0.1625     1.10136       916
       0.1875     1.11236       269
NODE i04j05k01                  15.43058
       0.0125     0.99706        60
       0.2375     1.00282         8
       0.2625     1.00588         8
       0.2875     1.00452         8
       0.4875     1.00640         8
       0.5375     1.00800         8
       0.5625     1.00839        12
       0.7125     1.01055         8
       0.7625     1.01110         8
       0.8125     1.01070         8
       0.8375     1.01087         8
       0.9375     1.01435         8
       1.0125     1.01716         8
       1.0625     1.01467         8
       1.0875     1.01334        12
       1.1625     1.01482         8
       1.2375     1.01926         8
       1.2875     1.01906         8
       1.3375     1.01837        16
       1.3625     1.01541         8
       1.4375     1.01878         8
       1.5125     1.02108         8
       1.5375     1.01643         8
       1.5625     1.02119         8
       1.5875     1.02311        12
       1.6375     1.01948         8
       1.7125     1.02072         8
       1.7375     1.01592         8
       1.7875     1.02322         8
       1.8125     1.02554         8
       1.8375     1.02326        16
       1.8875     1.01584         8
       1.9125     1.02160         8
       1.9875     1.02300         8
       2.0125     1.02028         8
       2.0375     1.02699         8
       2.0625     1.02623        20
       2.1125     1.02289         8
       2.1625     1.02034         8
       2.1875     1.02031        16
NODE i04j05k02                  16.96648
       0.0125     1.01291        60
       0.1875     1.01580         8
       0.2375     1.01724        16
       0.4125     1.01619         8
       0.4375     1.01853         8
       0.4625     1.01944         8
       0.6125     1.01609         8
       0.6625     1.01904         8
       0.6875     1.02127         8
       0.7125     1.02190         8
       0.7875     1.01585         8
       0.8375     1.01909         8
       0.8875     1.02189         8
       0.9125     1.02397        12
       0.9625     1.01556         8
       1.0375     1.01905         8
       1.0875     1.02214         8
       1.1125     1.02476         8
       1.1375     1.02080        16
       1.2125     1.01891         8
       1.2625     1.02228         8
       1.2875     1.01490         8
       1.3125     1.02520         8
       1.3375     1.02733        12
       1.3625     1.01877         8
       1.4375     1.01852        16
       1.4875     1.02555         8
       1.5125     1.02797         8
       1.5375     1.02415        16
       1.5875     1.01845        16
       1.6375     1.02582         8
       1.6625     1.01858         8
       1.6875     1.02851         8
       1.7125     1.03048        20
       1.7375     1.02245         8
       1.8125     1.02233        16
       1.8375     1.01427         8
       1.8625     1.02901         8
       1.8875     1.03123        24
       1.9375     1.01642        16
       1.9625     1.02631         8
       2.0125     1.02610        16
       2.0375     1.01870        24
       2.0625     1.03278        12
       2.0875     1.02666         8
       2.1375     1.01862        16
       2.1625     1.02438        16
       2.1875     1.03256         8
NODE i04j05k03                  18.54550
       0.0125     1.00502        60
       0.1375     1.00818         8
       0.1625     1.00898         8
       0.1875     1.01168         8
       0.3125     1.00978         8
       0.3375     1.01170         8
       0.3625     1.01299        12
       0.4625     1.00934         8
       0.4875     1.01343         8
       0.5125     1.01602         8
       0.5375     1.01553         8
       0.6125     1.00880         8
       0.6375     1.01318         8
       0.6875     1.01838        16
